8	4154
6,8,13,15,16,19,20,22	1
8,10,13,14,15,16,19,20,28	1
8,10,13,14,15,16,19,28	8
8,10,13,15,16,19,28	4
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	2
8,10,12,13,14,15,16,19,20	2
8,10,13,14,15,16,19,20	1029
7,8,10,13,14,15,16,19,20	2
8,10,13,14,15,16,19	6422
8,10,13,14,15,20	2
8,10,13,14,16,19,20	3
8,10,13,14,16,19	9
8,10,14,15,16,19,20	301
2,8,10,14,15,16,19,20	1
7,8,10,14,15,16,19,20	2
8,10,14,15,16,19	1537
8,10,14,15,20	1
8,10,14,16,19,20	1
8,10,14,16,19	6
8,10,13,15,16,19,20	510
2,8,10,13,15,16,19,20	1
7,8,10,13,15,16,19,20	3
8,10,13,15,16,19	1834
8,10,13,16,19,20	3
8,10,13,16,19	12
8,10,15,16,19,20	277
8,10,15,16,19	837
8,10,16,19,20	1
8,10,16,19	4
8,13,14,15,16,28	19
8,13,14,15,16,19,20,28	1
8,13,14,15,16,19,28	4
8,14,15,16,28	9
8,13,15,16,28	22
8,13,15,16,19,28	5
8,15,16,28	31
8,15,16,19,28	7
8,14	563
8,13,14,15,27,30	23
8,13,14,15,19,20,27,30	2
8,13,14,15,19,27,30	8
8,14,15,27,30	3
8,14,15,20,27,30	1
8,14,15,16,19,20,27	1
8,13,14,15,30	423
8,13,14,15,20,30	2
8,13,14,15,19,20,30	1
8,13,14,15,19,30	18
8,14,15,30	45
8,14,15,20,30	1
8,12,14,15,16,19,20	2
8,13,14,15	16
8,13,14,15,16	61481
8,13,14,15,16,19,20	394
8,13,14,15,16,19	1713
8,13,14,15,20	23
8,13,14,16	575
8,13,14,16,19	11
8,14,15	4
8,14,15,16	74097
8,14,15,16,19,20	513
8,14,15,16,19	1893
8,14,15,20	1
8,14,16	1110
8,14,16,19,20	1
8,14,16,19	22
8,13,15,19,20,27,30	1
8,13,15,30	780
8,13,15,19,20,30	1
8,13,15,19,30	3
8,15,30	210
8,12,13,15,16,19,20	1
8,12,15,16,19,20	4
8,13,15	5490
8,13,15,16	123878
8,13,15,16,19,20	291
8,13,15,16,19	920
8,13,16	733
8,13,16,19,20	1
8,13,16,19	5
2,6,8,10,11,12,13,15,16,19,20,22	1
6,8,11,13,15,19,20,30	1
8,11,12,13,14,15,20,27	1
8,11,12,13,14,15,20	1
8,11,13,15,19,20,30	1
4,5,6,8,10,11,13,14,15,16,17,19,20,22	1
4,6,8,10,11,12,13,14,15,16,17,19,20,22	1
4,8,10,11,13,14,15,16,17,19,20	1
4,6,8,10,11,13,14,15,16,17,19,20,23	1
1,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,22,23,26,28	3
1,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26,28	1
4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26,28	1
2,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26,28	1
4,5,6,8,10,11,13,14,15,16,17,18,19,20,22,23,26,28	1
2,4,5,6,8,10,11,13,14,15,16,17,18,19,20,23,26,28	1
2,4,5,6,8,10,11,13,14,15,16,17,18,19,20,23,25,26,28	1
4,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26,28	3
2,4,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26,28	2
1,4,5,6,8,10,11,12,13,15,16,17,18,19,20,23,26,28	1
4,5,6,8,10,11,12,13,15,16,17,18,19,20,23,26,28	2
4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26	2
2,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,23,25,26	1
2,4,5,6,8,10,11,13,14,15,16,17,18,19,20,22,23,25,26	1
4,5,6,8,10,11,13,14,15,16,17,18,19,20,23,26	2
2,4,5,6,8,10,11,13,14,15,16,17,18,19,20,23,26	1
4,6,8,10,11,12,13,14,15,16,17,18,19,20,22,23,26	1
4,6,8,10,11,12,13,14,15,16,17,18,19,20,23,26	3
4,6,8,10,11,13,14,15,16,17,18,19,20,23,26	2
1,4,5,6,8,10,11,12,13,15,16,17,18,19,20,22,23,26	1
2,4,5,6,8,10,11,12,13,15,16,17,18,19,20,23,25,26	1
1,4,5,6,8,10,11,13,15,16,17,18,19,20,22,23,26	1
4,5,6,8,10,11,13,15,16,17,18,19,20,23,26	1
1,2,4,5,8,10,11,12,13,14,15,16,17,18,19,20,23,26,28	1
